Person: OKAY NOW YOU WAS THAT YOU ALL HAVE SOME LEGITIMATE GRIPES SOMETHING ABOUT YOUR MEDICAL THE TREATMENT UP THERE YOUR YOUR AVAILABILITY OF GETTING TO YOUR LAWYERS AND A LOT OF GOOD STUFF YOU KNOW,1,,,,,,,,good points,1,0
Hostage Taker: WE WANT TO DAILY ADVERTIZE IT ALREADY,,,,,,,,,,0,0
Person: OKAY BUT YOU KNOW I EXPLAINED TO HIM SOMETHING TOO ABOUT THE DAILY ADVERTIZING YOU ALL PICKED THE WRONG TIME MAN ITS FOUR OCLOCK IN THE MORNING,1,,,,,,,,reason,1,0
Hostage Taker: RIGHT,,,,,,,,,,0,0
Person: AND WE CANT GET NO BIGWIGS DOWN HERE OKAY NOW YOU KNOW IM WILLING TO LISTEN AND IM IM WILLING TO GO ALONG AND HELP EVERYBODY THAT I CAN YOU KNOW ESPECIALLY YOU ALL GUYS YOU KNOW,1,,,,,,,,reason,1,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: I WANT I I WANNA KNOW WHAT YOUR GRIPES ARE,,,,,,,,,,0,0
Hostage Taker: ARE YOU DOING ANY,,,,,,,,,,0,0
Person: NO,,,,,,,,,,0,0
Hostage Taker: HOWS IT GOING ?,,,,,,,,,,0,0
Person: I HEARD A CLICK I DONT KNOW WHAT HAPPENED,,,,,,,,,,0,0
Hostage Taker: YOU GOTTA KNOW WE GOT SOMEBODY WHICH YOU KNOW WE GONNA HELP,,,,,,,,,,0,0
Person: OKAY THAT THE JAILERS OKAY ?,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: OKAY,,,,,,,,,,0,0
Hostage Taker: I TOLD YOU WHATS HAPPENING MAN,,,,,,,,,,0,0
Person: OKAY NOW WELL LET ME KNOW EXACTLY WHAT YOU ALL WANT,,,,,,,,,,0,0
Hostage Taker: I TOLD YOU JUST LIKE I TOLD YOU,,,,,,,,,,0,0
Person: WHO IS ?,,,,,,,,,,0,0
Hostage Taker: <NAME>,,,,,,,,,,0,0
Person: OKAY CAN I ASK YOU SOMETHING ?,,,,,,,,,,0,0
Hostage Taker: WHAT ?,,,,,,,,,,0,0
Person: WE START TALKING ABOUT THESE THESE THINGS YOU KNOW THAT YOU ALL ARE UPSET ABOUT WE NEED WE NEED TO SHOW SOME GOOD FAITH HERE,,,,,,,,,,0,0
Hostage Taker: YOU NEED TO DO WHAT ?,,,,,,,,,,0,0
Person: YOU YOU ALL ARE SECURE UP THERE WE ARE SECURED DOWN HERE WHY DONT YOU JUST YOU KNOW SEND THEM JAILERS DOWN HERE AND GET THEM OUT OF YOUR WAY THEN WE CAN SIT DOWN AND START TALKING ABOUT THESE THINGS ABOUT YOUR VISITORS AND THE TVS AND STUFF,,,1,,,,,,let the jailers go,1,1
Hostage Taker: SEE WHATS YOUR NAME ?,,,,,,,,,,0,0
Person: <NAME>,,,,,,,,,,0,0
Hostage Taker: HUH ?,,,,,,,,,,0,0
Person: <NAME>,,,,,,,,,,0,0
Hostage Taker: SO YOU YOURE NOT COMING TO VISIT,,,,,,,,,,0,0
Person: <NAME>,,,,,,,,,,0,0
Hostage Taker: <NAME> ?,,,,,,,,,,0,0
Person: UH HUH,,,,,,,,,,0,0
Hostage Taker: WHAT <NAME> <NAME> ? YOURE NOT <NAME> <NAME>,,,,,,,,,,0,0
Person: IM <NAME> <NAME> BOSS,,,,,,,,,,0,0
Hostage Taker: YOURE <NAME> <NAME> BOSS,,,,,,,,,,0,0
Person: YEAH,,,,,,,,,,0,0
Hostage Taker: YOU YOURE NOT <NAME> ?,,,,,,,,,,0,0
Person: NO WHO WHOS THIS ?,,,,,,,,,,0,0
Hostage Taker: THIS IS <NAME>,,,,,,,,,,0,0
Person: <NAME> ?,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: IVE BEEN TALKING TO <NAME> IVE BEEN TALKING TO <NAME>,,,,,,,,,,0,0
Hostage Taker: THIS IS <NAME>,,,,,,,,,,0,0
Person: WHO WHOS IN CHARGE UP THERE <NAME> ? YOU ?,,,,,,,,,,0,0
Hostage Taker: WE ARE IN CHARGE WELL NO NOT I MEAN EVERY MAN HAS THEIR OWN RIGHT,,,,,,,,,,0,0
Person: RIGHT,,,,,,,,,,0,0
Hostage Taker: BUT IF I TALK TO THEM YOU KNOW I MEAN WHATS YOU KNOW DEMAND WISE WE BE DOING THIS WRONG YOU KNOW,,,,,,,,,,0,0
Person: MHM,,,,,,,,,,0,0
Hostage Taker: I UNDERSTAND THEY THEY TELL IM NOT GONNA LET IT GO BY,,,,,,,,,,0,0
Person: OKAY THATS GOOD,,,,,,,,,,0,0
Hostage Taker: YOU KNOW IT AINT BIG MAN ITS JUST THAT YOU KNOW BE A LOT OF TROUBLE AND A MAN WANTS HIS YOU KNOW WE KNOW WHAT WE DID WAS WRONG,,,,,,,,,,0,0
Person: MHM,,,,,,,,,,0,0
Hostage Taker: BUT WE LIKE TO BE TREATED LIKE PEOPLE MAN AND IF WE COULD JUST FIND SOMEBODY SOMEBODY REAL,,,1,,,,,,if we can talk to someone important then we can resolve this thing,1,1
Person: RIGHT,,,,,,,,,,0,0
Hostage Taker: THAT WOULD SIT DOWN AND TALK TO US AND BE TREATED LIKE SOME MAN AND WE GIVE THEM ALL THE RESPECT IN THE WORLD AND THATS ALL HE HE HE MAN I MEAN YOU KNOW,,,1,,,,,,if we can talk to someone important then we can resolve this thing,1,1
Person: WELL SO FAR YOU ALL TREATED MY LIKE PEOPLE I WANNA DO THE SAME THING WITH YOU,,,,,1,,,,you have treated the jailers well (thanks),1,1
Hostage Taker: NOW NOW TELL THE TRUTH NOW BECAUSE WE GONNA BE WE GONNA BE HONEST WITH EACH OTHER,,,,,,,,,,0,0
Person: OKAY LETS BE HONEST MHM,,,,,,,,,,0,0
Hostage Taker: IM ABOUT DONT BE UPSET BECAUSE NOW THAT YOU KNOW YOU INCLUDE,,,,,,,,,,0,0
Person: WHY THATS TRUE YEAH WE CANT DENY THAT,,,,,,,,,,0,0
Hostage Taker: YOU WANT US TO SET THE DEAL RIGHT ?,,,,,,,,,,0,0
Person: SHOW SOME GOOD FAITH WE CAN SIT DOWN SERIOUSLY AND GET YOU KNOW START TALKING ABOUT THESE THINGS ABOUT YOU KNOW THE FOOD THE TREATMENT YOU ALL BEEN GETTING UP THERE AND YOU KNOW THEN SEEM EXACTLY WHAT YOU ALL NEED UP THERE YOU KNOW I MEAN THEY GO LIKE I MEAN <NAME> WAS TELLING US ABOUT THE BEDDING YOU KNOW,,,1,,,,,,let the jailers go,1,1
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: MAYBE THE MATTRESSES ALL SCREWED UP BUT WE WHERE ORDERING FROM A JAIL SUPPLY HOUSE AND THEY TELLING US THATS THE BEST THING FOR A JAIL YOU KNOW EVERYBODYS GONNA COMFORTABLE THEYLL LAST A LONG TIME AND BUT YOU KNOW YOU ALL GOT SOME GOOD GRIPES ABOUT THOSE THINGS WE NEED TO HEAR THEM YOU KNOW WE CAN REMEDY SOMETHING LIKE THAT WE CAN CHANGE SOMETHING LIKE THAT,1,,,,,,,,reason,1,0
Hostage Taker: LOOK LOOK I MEAN JUST BETWEEN YOU AND I WHAT ? ARE WE JUST HOLDING A CONVERSATION OR OR YOU KNOW I MEAN IS IS WE GO IS WE GONNA BENEFIT FROM IT ?,,,1,,,,,,will this mean something,1,1
Person: I HOPE WE ALL BENEFIT FROM IT <NAME> IM IM IM GONNA DO EVERYTHING I CAN TO HELP YOU ALRIGHT ?,,,,,,,,,,0,0
Hostage Taker: YEAH YEAH,,,,,,,,,,0,0
Person: AND I WANNA I WANNA LISTEN YOU KNOW TO WHAT YOU ALL HAVE,,,,,,,,,,0,0
Hostage Taker: YOUR NAME IS WHAT ?,,,,,,,,,,0,0
Person: <NAME>,,,,,,,,,,0,0
Hostage Taker: <NAME> ?,,,,,,,,,,0,0
Person: UH HUH,,,,,,,,,,0,0
Hostage Taker: THAT YOU <NAME> ?,,,,,,,,,,0,0
Person: RIGHT OR <NAME> WANTS WANTS TO SAY SOMETHING ?,,,,,,,,,,0,0
Hostage Taker: YEAH HEY WHATS HAPPENING ?,,,,,,,,,,0,0
Person: <NAME>,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: YOU KNOW YOU AND <NAME> EVIDENTLY DONT FEEL THAT I CAN HELP YOU ALL YOU KNOW ?,,,,,,,,,,0,0
Hostage Taker: WHATS THAT ?,,,,,,,,,,0,0
Person: YOU AND <NAME> SOUND LIKE YOU YOU DONT THINK THAT I CAN HELP YOU AND AND LISTEN TO SOME OF THESE THINGS THAT YOU ALL HAVE TO SAY,,,,,,,,,,0,0
Hostage Taker: ITS ALL WHO CAN HELP AND WHO CANT HELP US ALL WE WANT IS WHAT WE ASK FOR ? AND MAYBE WE CAN COME TO SOME KIND OF AGREEMENT ALL THIS MIGHT HELP,,,,,,,,,,0,0
Person: ALRIGHT NOW WHAT IM TRYING TO SAY WHAT IM TRYING TO SAY IS THAT I WILL HELP YOU REACH SOME KIND OF AGREEMENT,,,,,,,,,,0,0
Hostage Taker: OKAY,,,,,,,,,,0,0
Person: AND YOU TELL ME WHAT THE AGREEMENT IS AND ILL START WORKING ON IT UP HERE YOU ALL START WORKING ON YOUR AGREEMENT UP THERE OKAY ?,,,1,,,,,,let's help each other,1,1
Hostage Taker: YEAH OKAY WELL LOOK IM GONNA GATHER EVERYBODY TOGETHER WE GONNA TALK IT OUT,,,,,,,,,,0,0
Person: ALRIGHT NOW LOOK IM IM EXTENSION TWO TWO ZERO YOU CALL ME BACK WHEN YOU GOT EVERYTHING TOGETHER,,,,,,,,,,0,0
Hostage Taker: TWENTY TWO ZERO ?,,,,,,,,,,0,0
Person: TWO TWO ZERO,,,,,,,,,,0,0
Hostage Taker: OKAY TWENTY TWO ZERO,,,,,,,,,,0,0
Person: RIGHT,,,,,,,,,,0,0
Hostage Taker: OKAY,,,,,,,,,,0,0
Person: OKAY ?,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: ALRIGHT BYE,,,,,,,,,,0,0
Hostage Taker: WELL WELL LOOK HERE DO YOU WANT ME TO CONTINUE TALK TO THEM OR WHAT MAN,,,,,,,,,,0,0
Person: YOU ALL YOU ALL REACH SOME KIND OF AGREEMENT UP THERE,,,,,,,,,,0,0
Hostage Taker: ALRIGHT,,,,,,,,,,0,0
Person: LIST YOU KNOW YOU KNOW HOW TO WRITE GOOD ?,,,,,,,,,,0,0
Hostage Taker: PERFECT I HAVE PERFECT PENMANSHIP,,,,,,,,,,0,0
Person: OKAY GET SOME OF THEM TO YOU KNOW WRITE THINGS DOWN SO WHEN WE TALK I CAN WRITE THEM DOWN HERE AND I KNOW EXACTLY WHAT YOU ALL NEED,,,,,,,,,,0,0
Hostage Taker: AIRIGHT,,,,,,,,,,0,0
Person: AND WE COULD START WORKING ON IT OKAY ?,,,,,,,,,,0,0
Hostage Taker: ALRIGHT,,,,,,,,,,0,0
Person: ALRIGHT NOW THEYRE GONNA CALL ME BACK WHEN THEYRE READY TO TALK AGAIN,,,,,,,,,,0,0
Hostage Taker: AIRIGHT BUT LOOK IM GONNA HAVE TO DO THIS INSIDE OF THE BOOK HEY MAN BECAUSE I DONT NEED NO MORE CHARGES ON ME THIS IS THE ONLY REASON I CONTACT YOU ALL,,,,,,,,,,0,0
Person: MHM WELL TELL THEM THIS OKAY ?,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: THAT THINGS HAVENT GONE YOU KNOW EVERYBODY STILL UP THERE ITS EVERTHINGS ATTEMPT NOTHING SERIOUS YET ESPECIALLY IF THEY DONT HURT THEM JAILERS NOTHINS REALLY THAT SERIOUS RIGHT NOW AND YOU KNOW YOU GOT YOU GOT EVERYTHING GOING FOR YOU RIGHT NOW YOU ALL YOU GOT SOME LEGITIMATE GRIPES YOU ALL HAVENT DONE ANYTHING SERIOUS YET NOBODYS YOU KNOW REALLY DESTROYED ANY PROPERTY OR HURT ANYBODY SO YOU KNOW YOU ALL ARE JUST IN THE VERY BEGINNING STAGES OF OF YOU KNOW GETTING IN ADDITIONAL TROUBLE SO YOU KNOW EVERYTHINGS GONNA BE LIGHT LIGHT LIGHT,,,,,,1,,,situation is not that bad right now but it could get worse,1,1
Hostage Taker: ALRIGHT,,,,,,,,,,0,0
Person: ALRIGHT ?,,,,,,,,,,0,0
Hostage Taker: ALRIGHT,,,,,,,,,,0,0
Person: AND YOU KNOW TELL THEM TELL THEM GUYS THAT TOO,,,,,,,,,,0,0
Hostage Taker: ALRIGHT,,,,,,,,,,0,0
Person: AND LOOK IM DOWN HERE AT TWO TWO ZERO,,,,,,,,,,0,0
Hostage Taker: OKAY,,,,,,,,,,0,0
Person: SO YOU ALL NEED TO TALK TO ME CALL ME OKAY ?,,,,,,,,,,0,0
Hostage Taker: ALRIGHT,,,,,,,,,,0,0
Person: AND THEN THE RADIO OPERATORS THEY CANT HELP YOU THERE THEYRE JUST RADIO OPERATORS ALRIGHT ?,,,,,,,,,,0,0
Hostage Taker: ALRIGHT,,,,,,,,,,0,0
Person: ALRIGHT,,,,,,,,,,0,0
Hostage Taker: BYE BYE,,,,,,,,,,0,0
Person: BYE,,,,,,,,,,0,0
Hostage Taker: THIS <NAME>,,,,,,,,,,0,0
Person: <NAME>,,,,,,,,,,0,0
Hostage Taker: YEAH,,,,,,,,,,0,0
Person: OKAY WHATS GOING ON ? YOU ALL DECIDED ANYTHING ?,,,,,,,,,,0,0
Hostage Taker: YEAH BUT IM COMING AND SEE YOU NOW,,,,,,,,,,0,0
Person: OKAY,,,,,,,,,,0,0
Hostage Taker: IM CALLING THE DUDE BACK MAN,,,,,,,,,,0,0
Person: EVERYTHINGS SETTLED DOWN UP THERE ?,,,,,,,,,,0,0
Hostage Taker: YEAH I THINK ITS OKAY,,,,,,,,,,0,0
Person: OKAY I DONT WANNA BODY GETTING HURT AND THATS THATS WHAT IM CONCERNED ABOUT RIGHT NOW,,,,,1,,,,concern for you guys,1,1
Hostage Taker: YEAH WELL THERE NOBODY GOT HURT YOU DONT HAVE TO WORRY ABOUT THAT,,,,,,,,,,0,0
Person: WELL THATS GOOD WHERES <NAME> ?,,,,,,,,,,0,0
Hostage Taker: HES ON THE PHONE,,,,,,,,,,0,0
Person: <NAME>,,,,,,,,,,0,0
Hostage Taker: YOU ON THE PHONE ? YOU ON THE PHONE ? ALRIGHT,,,,,,,,,,0,0
Person: OKAY YOU ALL WORKING ON SOME OF YOUR YOUR THING ?,,,,,,,,,,0,0
Hostage Taker: WE WORKED ON IT MAN WE WE WE DONT HAVE TO GO THROUGH ALL THESE TRYING TO DO STUFF ABOUT WRITING THIS DOWN WRITING THIS DOWN THIS OUGHT TO GIVE YOU ALL ENOUGH TIME WHEN WE ASK YOU TO CALL ALL THEM PEOPLE AND POLICE AND THIS AND THAT YOU DID COME OVER YOU KNOW BUT UNLESS I SEE MAN DONT PUSH US TO DO SOMETHING WE DONT WANNA DO,,,1,,,,,,don’t push us or this will go bad,1,1
Person: OKAY,,,,,,,,,,0,0
Hostage Taker: OKAY ?,,,,,,,,,,0,0
Person: WE WONT DO THAT,,,,,,,,,,0,0
Hostage Taker: AS FAR AS EVERYTHING IS CONCERNED EVERYTHING IS ALRIGHT,,,,,,,,,,0,0
Person: OKAY <NAME> LET ME LET ME ASK YOU,,,,,,,,,,0,0
Hostage Taker: AND NOW LOOK DONT BE SLICK NOW,,,,,,,,,,0,0
Person: IM NOT BEING SLICK IM GONNA ASK YOU A LEGITIMATE QUESTION OKAY ?,,,,,,,,,,0,0
Hostage Taker: OKAY LETS HEAR IT,,,,,,,,,,0,0
Person: OKAY WHEN WHEN I ASK YOU KNOW FOR IT TO BE WRITTEN DOWN IS ONLY BECAUSE LIKE <NAME> SAID SOMETHING ABOUT THE BEDDING HE SAYS WE WANT WE WANT CLEAN SHEETS BUT THEN I DONT KNOW MAYBE IT WAS <NAME> OR YOU OR SOMEBODY ELSE SAID ITS NOT THE SHEETS WE ARE WE ARE CONCERNED ABOUT ITS THE GOD DAMN MATTRESSES YOU KNOW,1,,,,,,,,reason,1,0
Hostage Taker: YEAH WELL THATS TRUE,,,,,,,,,,0,0
Person: SO THATS WHY I WANTED IT WRITTEN DOWN SO I KNOW,,,,,,,,,,0,0
Hostage Taker: WE LIVING LIKE DOGS YOU KNOW,,,,,,,,,,0,0
Person: OKAY,,,,,,,,,,0,0
Hostage Taker: I MEAN THIS REALLY DONT MAKE NO FUCKING SENSE,,,,,,,,,,0,0
Person: RIGHT,,,,,,,,,,0,0
Hostage Taker: YOU DIG BROTHER,,,,,,,,,,0,0
Person: OKAY,,,,,,,,,,0,0
Hostage Taker: NOW WE STILL ALL GOT HALF THE PEOPLE DOWN THERE,,,,,,,,,,0,0
Person: WHAT WHATS GONNA IMPROVE WHATS GONNA IMPROVE YOUR SITUATION RIGHT NOW ?,,,,,,,,,,0,0
Hostage Taker: BY YOU ALL GOING TO AGREE TO COME DOWN WITH IT WHERE WE GOT A WRITTEN NOTE FROM THE WARDEN TELLING US THAT EVERYTHING IS ALRIGHT THAT EVERYTHINGS GONNA BE ALRIGHT AND THAT IT GONNA BE THE WAY WE WANT IT MAN WE DONT MIND DOING THE TIME,,,1,,,,,,give us a written note from the warden,1,1
Person: OKAY BUT SOMETHINGS ARE GONNA TAKE TIME YOU REALIZE THAT ? AND THEYRE NOT GONNA BE ABLE TO DO EVERYTHING BRIGHT AND EARLY THIS MORNING,1,,,,,,,,reason,1,0
Hostage Taker: YEAH WE GOT TIME,,,,,,,,,,0,0
Person: BUT THEYRE GONNA WORK ON A LOT OF THESE THINGS,,,,,,,,,,0,0
Hostage Taker: HEY MAN THE MAJORITY IN THIS MAN THEY GOT MORE TIME THAN THE HELPERS,,,,,,,,,,0,0
Person: OKAY,,,,,,,,,,0,0
