"911 DISPATCHER: I'm not sure. I just came on duty, so I'm not sure. Did you guys have an argument or something? ",,,,,,,,,,0,0
"GRANT: Yeah, a while ago. ",,,,,,,,,,0,0
911 DISPATCHER: A while ago? How old are you Grant? ,,,,,,,,,,0,0
GRANT: 21 next week. ,,,,,,,,,,0,0
"911 DISPATCHER: 21, that's a good age. That's a great age. Is there anybody else inside the house Grant? ",,,,,1,,,,complimenting him on his age,1,1
"GRANT: No, I'm the only one here. I just had my dog, he is a Rottweiler. He is running around in the backyard. He is quite freaking out on what's going on -- the girl. ",,,,,,,,,,0,0
911 DISPATCHER: Okay. ,,,,,,,,,,0,0
"GRANT: I mean, he looks at me but he's not (?). ",,,,,,,,,,0,0
911 DISPATCHER: He is not moving. ,,,,,,,,,,0,0
GRANT: No. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay. Grant, but then I keep telling you, okay. I'm here as long as you need to talk, just talk to me. Tell me what's on your mind. And just keep talking and I'll stay here on the phone with you as long as you need me. Okay? ",,,1,,,,,,keep talking and we'll stay on the phone,1,1
GRANT: All right. ,,,,,,,,,,0,0
911 DISPATCHER: Grant? ,,,,,,,,,,0,0
GRANT: Yeah. ,,,,,,,,,,0,0
"911 DISPATCHER: You just take your time. Okay? Just listen to me, just talk to me, tell me how I can help you and I can relay everything out to my officers. Everybody outside cares about you. Grant, are you still there? ",,,,,1,,,,cares about you,1,1
GRANT: Yeah. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay. You just take your time, okay. Why don't you do me a favor, okay? Nothing is going to happen to you, but I want you to do this. I want you to take the gun away from your chest and put it down. ",,,1,,,,,,put the gun down,1,1
"GRANT: No, I am not going to do that. ",,,,,,,,,,0,0
911 DISPATCHER: I'm just asking you to do that. I don't want anything to happen to you. I'm just asking you to just to put the gun down. Grant? ,1,,,,,,,,justification,1,0
GRANT: Yeah. ,,,,,,,,,,0,0
911 DISPATCHER: Can you put the gun down away from your chest? ,,,1,,,,,,put the gun down,1,1
GRANT: No. ,,,,,,,,,,0,0
911 DISPATCHER: Grant? ,,,,,,,,,,0,0
GRANT: Yeah. ,,,,,,,,,,0,0
"911 DISPATCHER: Like I said, I'm here for you, and I'm willing to help you. I'm ignoring everybody else around me, everything that's going on. You have my undivided attention, okay. You have me as long as you need me. I care about you. I care about what happens to you. And I'm being very sincere in that. All I'm asking is for a little cooperation back from you. Just put the gun down. I don't want anything to happen to you. ",,,1,,2,,,,commitment: put the gun down; liking: I care about you,1,1
"GRANT: No, it's too late, Heather. ",,,,,,,,,,0,0
911 DISPATCHER: It's not too late. ,,,,,,,,,,0,0
GRANT: Really? ,,,,,,,,,,0,0
"911 DISPATCHER: No, it's not. ",,,,,,,,,,0,0
GRANT: Who called you? Was it XXXXX? ,,,,,,,,,,0,0
"911 DISPATCHER: I don't know. Like I said, I just came on duty. I don't know. ",,,,,,,,,,0,0
"GRANT: Okay. Well, let me give me you her phone number, maybe you can call her and ask her? ",,,,,,,,,,0,0
"911 DISPATCHER: Okay, but I'd rather talk to you. I don't care about XXXXX. I care about you. ",,,,,1,,,,I care about you,1,1
GRANT: Okay. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay. I only really care about you. Like I said, I'm ignoring everything else. You have my undivided attention. Are you willing to keep talking to me? ",,,,,1,,,,I care about you,1,1
GRANT: (?) ,,,,,,,,,,0,0
"911 DISPATCHER: Yeah, I'd like that. I do have somebody who is a bit more trained than me who is willing to talk to you, who can help you out with the problems that you're having. Would you be willing to speak to him? ",,,1,,,,,,would you speak to the other officer?,1,1
GRANT: I’m sorry. ,,,,,,,,,,0,0
911 DISPATCHER: Would you? ,,,1,,,,,,would you speak to the other officer?,1,1
GRANT: Yeah. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay, if I ask you -- ",,,,,,,,,,0,0
GRANT: Why are they running up with helmets on? ,,,,,,,,,,0,0
911 DISPATCHER: They're not running up with helmets. Are they? ,,,,,,,,,,0,0
"GRANT: Yeah, I just saw them. I mean you got to let them know that I still have this pistol to my chest. And if anybody comes in I'll shoot. That's going to be it for sure. ",1,,,,,,,,justifications not to barge in,1,0
911 DISPATCHER: Okay. ,,,,,,,,,,0,0
GRANT: I know this is kind of just a precautionary step. ,,,,,,,,,,0,0
"911 DISPATCHER: I know. They just -- you know what, we are concerned about you but we also have to protect ourselves. ",,,,,1,,,,concerned about you,1,1
"GRANT: I know. I understand, I understand. ",,,,,,,,,,0,0
911 DISPATCHER: Okay. Can you tell me where you're at in the house? ,,,,,,,,,,0,0
GRANT: I'm downstairs. ,,,,,,,,,,0,0
"911 DISPATCHER: You're downstairs. Are you in the living room, dining room? ",,,,,,,,,,0,0
GRANT: Yeah. ,,,,,,,,,,0,0
911 DISPATCHER: Which one? ,,,,,,,,,,0,0
GRANT: They are both the same. ,,,,,,,,,,0,0
"911 DISPATCHER: Oh, they're. Okay, all right. I'm right here, okay. ",,,,,,,,,,0,0
GRANT: Who is the other person out? ,,,,,,,,,,0,0
911 DISPATCHER: The negotiator? ,,,,,,,,,,0,0
GRANT: Yeah. ,,,,,,,,,,0,0
911 DISPATCHER: He's out there. He's outside. Are you willing to talk to him? ,,,1,,,,,,talk to negotiator,1,1
"GRANT: Yeah. If he's really out there, I'll talk to him. ",,,,,,,,,,0,0
"911 DISPATCHER: Okay. What else -- until I can get you connected with him, I want you to just keep talking to me. Do you have any family that’s nearby? ",,,,,,,,,,0,0
"GRANT: No, I don't. ",,,,,,,,,,0,0
911 DISPATCHER: No. ,,,,,,,,,,0,0
GRANT: No. ,,,,,,,,,,0,0
911 DISPATCHER: Who lives there in the house with you? ,,,,,,,,,,0,0
GRANT: (?) I don’t think you guys are communicating very well. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay, well, it takes time to -- what is he saying through the loudspeaker? ",,,,,,,,,,0,0
"GRANT: I don't know, something about Grant, the Arkansas(?) Police Department. ",,,,,,,,,,0,0
"911 DISPATCHER: Yeah, they just want you to know that they are out there, okay? ",,,,,,,,,,0,0
GRANT: I think the whole neighborhood knows. ,,,,,,,,,,0,0
"911 DISPATCHER: Yeah, pretty much, pretty much, pretty much. But you know that's okay, because it's you and me right now, okay? It's just you and me. Is your dog aggressive? ",,,,,,,,,,0,0
GRANT: He can be if he wants to. ,,,,,,,,,,0,0
"911 DISPATCHER: The dog can be aggressive, if he wants to. Okay. ",,,,,,,,,,0,0
GRANT: I think you know (?) ,,,,,,,,,,0,0
911 DISPATCHER: Okay. Grant? ,,,,,,,,,,0,0
GRANT: Yes. ,,,,,,,,,,0,0
"911 DISPATCHER: I'm here, talk to me. You just keep spilling you're feelings to me, just to talk to me, just tell me what you need. ",,,,,,,,,,0,0
GRANT: I don't know what I need. ,,,,,,,,,,0,0
"911 DISPATCHER: If you have to cry, you cry. Okay? If it makes you feel better, I want you to cry, because sometimes crying helps, you know, makes you think better. Nobody is going to come in, okay, but I want you to talk to me so we can help you. This has been -- this has to end. Because I don't want you to hurt yourself. But I need you to put down that gun. If you put it down, nobody is going to come in. We're going to talk to you, okay? Can you put it down for me, away from you, because I don't want anything to happen to you. ",1,,,,,,,,justifications to end the situation,1,0
"GRANT: No, you know I won't. ",,,,,,,,,,0,0
"911 DISPATCHER: We are going to work up to that, okay, for you trust me, and you know that my word is good. Okay? ",1,,,,,,,,"trust; ""you've got my word""",1,0
GRANT: All right. ,,,,,,,,,,0,0
911 DISPATCHER: All right. ,,,,,,,,,,0,0
GRANT: I'm going to walk from downstairs and I'm going to walk upstairs to use the bathroom. ,,,,,,,,,,0,0
911 DISPATCHER: Is there a bathroom downstairs? ,,,,,,,,,,0,0
"GRANT: Yeah, but I cant reach it right now. ",,,,,,,,,,0,0
911 DISPATCHER: Okay. ,,,,,,,,,,0,0
GRANT: So I'm going to -- ,,,,,,,,,,0,0
"911 DISPATCHER: Hold on for -- okay, can you just hold this for just a second while I let my officers know that you are going to walk upstairs? ",,,,,,,,,,0,0
GRANT: I'm going to walk from downstairs and you can see me cross the window and you can see me walk upstairs. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay, you're going to walk upstairs, but you're going to pass the window. ",,,,,,,,,,0,0
GRANT: I'm going to pass the window on my way upstairs to use the bathroom. ,,,,,,,,,,0,0
911 DISPATCHER: Which window is that? ,,,,,,,,,,0,0
"GRANT: That's the window in front of the door, and I can see that they have got guns pointed at the house. ",,,,,,,,,,0,0
911 DISPATCHER: In front of the front door? ,,,,,,,,,,0,0
GRANT: Yes. ,,,,,,,,,,0,0
911 DISPATCHER: Okay. ,,,,,,,,,,0,0
GRANT: (?) he is behind my truck. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay, hold on for a second, okay? ",,,,,,,,,,0,0
GRANT: Okay. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay, so you're going to walk upstairs to use the bathroom? ",,,,,,,,,,0,0
GRANT: Yes. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay, okay hold on one second. Let me tell my partner that you need to use the bathroom upstairs, okay? ",,,,,,,,,,0,0
GRANT: All right. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay, hold on for a second; let my partner tell you, okay? Are you with me, Grant, still? Okay, I want you to keep talking to me, but I need to tell you something, okay? ",,,,,,,,,,0,0
GRANT: What’s that? ,,,,,,,,,,0,0
"911 DISPATCHER: I need to get off the phone and I need you -- I'm going to put you on the phone with Scott. He is another dispatcher and he's going to talk to you some more, okay? ",,,,,,,,,,0,0
GRANT: All right. ,,,,,,,,,,0,0
"911 DISPATCHER: Okay, all right. Here is Scott, okay? ",,,,,,,,,,0,0
GRANT: All right. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Hey Grant, how are you doing? ",,,,,,,,,,0,0
"GRANT: I'm pretty good, how about yourself? ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Not too bad. My name is Scott, what my partner told you. She's got to get on the phone, because she's having some other calls. I'm going to talk to you for a while, okay? ",,,,,,,,,,0,0
GRANT: That’s fine. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: What's going on, what's the problem today? ",,,,,,,,,,0,0
GRANT: Everything. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Everything? ,,,,,,,,,,0,0
GRANT: Yeah. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Well, what kind of problem? Talk to me. Tell me about it. ",,,,,,,,,,0,0
"GRANT: Just, life and girlfriend and just everything. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. Is that worth shooting yourself or killing yourself? ,,,,,,,,,,0,0
GRANT: It is right now. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Why? ,,,,,,,,,,0,0
"GRANT: You know, I’d talked to the therapist, the counselors, you know, everybody -- I don’t know it's going to help me. ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Well, is your family here besides your girlfriend? ",,,,,,,,,,0,0
"GRANT: Yes, I’ve got a family and they are here right now. ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Yeah, I understand that, but I mean are they in the area. ",,,,,,,,,,0,0
GRANT: I live with my parents and my brother. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Okay, in this house right now? ",,,,,,,,,,0,0
GRANT: Yeah. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. ,,,,,,,,,,0,0
GRANT: They are not here right now. They're -- ,,,,,,,,,,0,0
POLICE NEGOTIATOR: I know. Okay. How old are you Grant? ,,,,,,,,,,0,0
GRANT: (?). ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. So what good is just killing yourself going to do? ,1,,,,,,,,rhetorical justification (killing yourself won’t do any good),1,0
GRANT: I don’t know. What good is staying alive going to do? ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Well, if you stay alive, you have a family. You have -- ",1,,,,,,,,justifications to live,1,0
"GRANT: I am sorry. I will tell you what's going to happen as soon as I get out of here, they are going to put me in jail. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Not necessarily. ,,,,,,,,,,0,0
"GRANT: They're not sitting there (?). Let me tell you why, okay, because I got arrested over this girl, okay? ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. ,,,,,,,,,,0,0
"GRANT: I have a stay away order from her, and I guarantee she is the one that called you guys, cops, to come over here. So already like that, I'm going to get some time for that. And for all those -- just tying up all those times, I'm going to get time for it. For holding you up right now on the phone or not answering any other calls, I'm going to get time for it. ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: No, no, listen Grant -- ",,,,,,,,,,0,0
GRANT: You don’t have to [Explicit Language] me. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Grant, I'm not going to [Explicit Language] you. If you got a problem and you need to talk to -- some counseling, that’s what we are going to make happen. Okay? ",,,,,,,,,,0,0
GRANT: I've already talked to (?) and they don’t help. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Okay, well hold on. We’ll get you some doctors that will help. Here is the deal. Have you done anything wrong yet? No. Have you broken any laws? No. ",,,,,,1,,,situation is not too bad yet so don’t make it worse,1,1
GRANT: Yes. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Now, what laws have you broken? ",,,,,,,,,,0,0
"GRANT: Well, for one, I've been talking to XXXXX when I am not supposed to. And two, when the cops walks out to the window, I am sitting with a gun in my hand. ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Okay. It is not illegal to have a gun in your hands, Grant. The thing is, is I want you to be okay. If you kill yourself, it's going to upset your family. It's going to upset your friends. It's the day after Christmas, man. And you know what they're going to think about. Every Christmas is going to go, Grant killed himself over the holidays. All right? Don't ruin it for yourself and your friends. Okay? It ain’t worth it man. Hey, you know what, chicks are dime a dozen. Okay? You can find another one. If you called her on the phone, and it happens, that’s fine. But I want you to be okay. I want you to be safe and I don't want you to get hurt. Okay? Can you do that for me Grant? ",1,,,,,,,,justifications,1,0
GRANT: Not really. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: I want you to come outside, leave the gun in the house. Okay? And look at -- ",,,1,,,,,,come outside,1,1
"GRANT: I can’t come outside, you know. ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Well, why not? The cops aren’t going to hurt you, believe me. You leave the gun in the house. ",1,,,,,,,,justifications,1,0
"GRANT: They've got guns pointed at the house, isn’t it? ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Well, because you have a gun. But if you put the gun down, I will tell them that you've put the gun down. Okay? Then you come out the front door and I'll tell you the truth, the officers are going to probably make you get down on your knees and they're probably going to handcuff you. ",,,1,,,,,,come outside,1,1
GRANT: (?). ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: No, no, listen to me. We will get you some help. We will take you to the hospital. We'll take you to some place that you can talk to somebody, a doctor, a professional, not just a counselor. Okay? That’s what you need buddy. And you’ll become fine, believe me. Okay, you are running through hardship with your girlfriend and with some other things, and, you know, everybody else is having a tough time. But it’s an easy way out, and we're not going to do that, okay. I'm here to help you, Grant. I don't want to see you hurt yourself and hurt your family. Okay? ",1,,,,,,,,justifications,1,0
GRANT: I know. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. ,,,,,,,,,,0,0
GRANT: I'm not going to hurt anybody else; there is nobody else here. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: I know, but -- ",,,,,,,,,,0,0
"GRANT: I told you already. I have my dog who is running around in the backyard. He looks mean and he might be mean up against the fence, but, I mean, he is a pretty nice dog. ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Okay. Well, I don't want your dog to get hurt, and I don't want you to get hurt. So why don’t you put the gun down and come outside. Okay, we will get you some help. I guarantee you, you have my word. Okay? I don't want anything bad to happen to you. Okay? Can you do that for me? ",2,,1,,,,,,other: justifications and trust; commitment: come outside,1,1
"GRANT: I guess, but not right now. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Why not? ,,,,,,,,,,0,0
GRANT: I don't want to go outside and I don’t want to go back to Vista. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Okay, did you hear what I said Grant? You're not going to go to Vista. We may take you to the hospital, so you can talk to -- ",,,,,,,,,,0,0
"GRANT: Yeah, but where do I go from there? ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: I don't know. I can't say, but it's better than the alternative. Isn't it? ",1,,,,,,,,justifications,1,0
"GRANT: Since you said you don't know, (?) they are not going to take me to a hospital and then they are going to me Vista and then I am going to be in Vista for a little while. I don't want to go there for a little while. I don't want to go there at all. So I'm not going to go there at all. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: So killing yourself is going to make everything go away? ,,,,,,,,,,0,0
"GRANT: I think, it'll make everything go away for me, yes. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: How do you know? How do you know? ,,,,,,,,,,0,0
"GRANT: How do I know, because I won't have to do this anything anymore. ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Well, what happens if you’re killing yourself and nothing helps? You're 21 years old Grant. You have a whole life ahead of yourself. Okay? Problems can be corrected. We all make mistakes, Grant. So right now you haven't violated any laws. What's happened in the past, I can't say. But you need some help. ",3,,,,,2,,1,other: justifications; scarcity: you haven't done anything bad yet; social proof: we all make mistakes,1,1
"GRANT: If I haven't violated any laws then can you tell me why the police are, like, blocking off the street and why they have guns pointed at the house? ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Because we want to make sure that you're okay, that you're not getting hurt. ",1,,,,,,,,justifications,1,0
"GRANT: You are going to point guns and block off the street to make sure I am okay, but I haven't broken any laws? ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: That's right. Okay. You know what the deal is Grant, okay? We don't know if there was somebody in the house with you, we still don’t know. Okay? ",,,,,,,,,,0,0
"GRANT: Well, let me give you – can I give you some background really quick? ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Sure. ,,,,,,,,,,0,0
GRANT: I went through the Palomar Police Academy a couple of years ago. Okay? ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay? ,,,,,,,,,,0,0
"GRANT: I have dealt with officers, I was an explorer on (?) police department. I know a little bit. I'm not a cop, I’m not (?), I don’t know the whole deal, but I know a little bit. And I know enough to know that when there’s cops out in front of the house and they’ve got the guns pointed on me and I’m talking to a negotiator and I have a gun in my hand, I know that there's going to be problems. There's going to be problems after this. I may go to jail and it's not going to be good. ",,,,,,,,,,0,0
"POLICE NEGOTIATOR: Grant. I can't guarantee you won’t go to jail, but let’s talk about your life getting some care. Okay? You’ve got some problem. We can get you to the people that will take care of those problems, okay. If you shoot yourself, like I said, what that’s going to cause? (A) It's going to upset your family. It's going to upset your friends. All right? And it's going upset other people. If you come outside, leave the gun in the house, then we can may get you some help. We’ll get you some professional, not a counselor, but some decent doctors. ",2,,1,,,,,,other: justifications; commitment: come outside,1,1
"GRANT: Yeah, I've been to the doctors. I've been to the counselor. I've been to the therapist. I've been to the best names of whoever there is out there and nothing helped. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Nothing helped? ,,,,,,,,,,0,0
GRANT: Nothing helped at all. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: So you think by killing yourself -- ,,,,,,,,,,0,0
GRANT: I am talking to you just like I am talking to them and nothing helped. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Okay. You need to buy us some program a little bit, Grant. You work anywhere? What do you do? ",,,,,,,,,,0,0
GRANT: I work at the Harley-Davidson shop. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: You ride motorcycle, obviously. ",,,,,,,,,,0,0
GRANT: No. I don't. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: You don't like, but you work there. You don't have a bike? ",,,,,,,,,,0,0
"GRANT: No, I don't. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: How long have you lived in Oceanside. ,,,,,,,,,,0,0
GRANT: I moved to Oceanside when I was four from England and I worked here until I was ten. I moved from Oceanside to St. Louis until I was 13 and then I moved back here. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. ,,,,,,,,,,0,0
GRANT: My dad is a retired Marine. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: You dad is a retired Marine? ,,,,,,,,,,0,0
GRANT: Yes. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. What high school did you go to? ,,,,,,,,,,0,0
"GRANT: I went to El Camino High School and from there I went to The School of Business and Technology, and from there I dropped out and got my (?). ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. How long did you go to El Camino? ,,,,,,,,,,0,0
"GRANT: Ninth, 10th and the first week of 11th. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. All right. Did you like going to High School there? ,,,,,,,,,,0,0
GRANT: No. Not really. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Okay. Well, I could understand that. Did you play any sport? ",,,,,,,,,,0,0
"GRANT: No, I didn't. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. Do you surf or do anything like that? ,,,,,,,,,,0,0
"GRANT: No, I don't. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: What do you like to do in your spare time? ,,,,,,,,,,0,0
GRANT: Nothing. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Nothing. You don’t play video games or anything? ,,,,,,,,,,0,0
GRANT: Nope. The only thing I used to do in my spare time was going out with my girlfriend. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. And obviously you guys had some problems. ,,,,,,,,,,0,0
GRANT: Yeah. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. ,,,,,,,,,,0,0
"GRANT: We broke up about a couple of months ago, okay. We broke up. I went to her work. I went to go -- talk to her one night. As I was talking to her, she was text messaging someone else. I snatched her phone out of her hand. I read the text message. She was text messaging one of her co-workers to come outside. When he came outside, I chased him to the parking lot and then I maced him and that was the night I got arrested in (?). And I got arrested for a robbery. I (?) chemical substance and the guy said that I tried to hit him with a car, so they got me (?) and then they got me for resisting arrest. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. Did you fight with the cops when they tried to arrest you? ,,,,,,,,,,0,0
"GRANT: Well, kind of (?). As soon as they pulled out, they were yelling at me to get out of the car and before I even got the door open they yanked me out of the car and threw me on the ground. So I didn't even really have time to resist or really time to do anything. But everything got dropped, except for I got a misdemeanor with a chemical substance and I am on probation right now and I think it will make for three years. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. ,,,,,,,,,,0,0
"GRANT: And also when I was in, my girlfriend got a temporary restraining order on me. And they brought that to me while I was in. The first night I got out, she called me and she’s waiting at my house to talk to me. So I talked to her. We had been talking for a few days, and she said she wanted to work things out. And then the next day, she didn't want to work things out and then the day after that she did and now she doesn’t and back and forth and -- ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Are you there? ,,,,,,,,,,0,0
GRANT: Yeah. I’m here. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Are you there? ,,,,,,,,,,0,0
GRANT: Yeah. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay (?).How long you have been going out with her? ,,,,,,,,,,0,0
"GRANT: This would have been the fifth Christmas, that’s four years. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: You have been together for a long time then? ,,,,,,,,,,0,0
GRANT: Yeah. I have known her since seventh grade at high school. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: I can understand that. Okay. So it sounds like the game of feeling is the problem. ,,,,,,,,,,0,0
GRANT: Yeah. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Okay. Did you guys ever live together or just boyfriend, girlfriend kind of thing? ",,,,,,,,,,0,0
GRANT: We've lived together a couple of times. ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Okay. Well, I think she still cares about you, you know. And well, maybe not as boyfriend, girlfriend, but she cares about you that you don’t hurt yourself. ",1,,,,,,,,justifications,1,0
GRANT: She called you guys? ,,,,,,,,,,0,0
"POLICE NEGOTIATOR: Well, I don't know who called. But if she's concerned about you, then she wants to get together, she still is concerned about you as a person, okay? It doesn't make a bloody difference who called right now. The main thing is, Grant, that we get you taken care of. Okay? What kind of gun do you have? ",1,,,,,,,,justifications,1,0
GRANT: It’s a .22 Ruger. ,,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. Is it a revolver or a semi-automatic? ,,,,,,,,,,0,0
"GRANT: It's a .22-caliber long rifle automatic pistol, but I think it’s a semi-automatic. ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Okay. I mean does it have (?) like a old west -- ,,,,,,,,,,0,0
"GRANT: No, no. It’s (?). ",,,,,,,,,,0,0
POLICE NEGOTIATOR: Whose gun is it? ,,,,,,,,,,0,0
